name,lat,lng,type,state,district
State Bank of India,11.0266771,76.9473732,bank,,
Bank of India,10.9973948,77.0005346,bank,,
Punjab National Bank,13.0341967,77.5682745,bank,,
Canara Bank,12.9344222,77.6240149,bank,,
Kotak Mahindra Bank,12.9336643,77.6231619,bank,,
IDBI Bank,12.9338891,77.6232852,bank,,
Indian Overseas Bank,10.7664408,79.1095079,bank,,
ICICI Bank,10.7726277,79.1333528,bank,,
State Bank of India,12.9139266,77.5854371,bank,,
Karur Vysya Bank,12.936103,77.6251968,bank,,
Dhanalakshmi Bank,12.9358758,77.6259621,bank,,
IOB Reginal Office,10.772566,79.1175484,bank,,
Corporation Bank,12.9442215,77.5725983,bank,,
Bank of India,12.9257438,77.5498097,bank,,
State Bank of India,12.9296755,77.5519983,bank,,
HDFC Bank,12.9144392,77.5858525,bank,,
ICICI Bank,12.9226921,77.5935766,bank,,
Syndicate Bank,13.2618093,76.4601783,bank,,
Karnataka Bank,13.2609478,76.4686543,bank,,
South Indian Bank,10.8422584,76.0300883,bank,,
Kerala Gramin Bank,10.8879863,76.0729552,bank,,
Indian Overseas Bank,10.8890827,76.0719825,bank,,
State Bank of India,10.8893207,76.07174,bank,,
State Bank of India,10.8897793,76.071468,bank,,
South Indian Bank,10.8899946,76.0712033,bank,,
Valanchery Service Cooperative Bank,10.8903808,76.0706347,bank,,
Federal Bank,10.890468,76.0703641,bank,,
Syndicate Bank,12.9372141,77.568841,bank,,
State Bank of India,12.9600525,77.6505303,bank,,
South Indian Bank,12.872045,77.5931718,bank,,
Axis Bank,13.335728,74.7494143,bank,,
Canara Bank,13.3337001,74.7481295,bank,,
ICICI Bank,13.3327083,74.7473544,bank,,
Karnataka Bank,12.9100191,77.5925018,bank,,
Syndicate Bank,13.3364858,74.7491969,bank,,
HDFC Bank,13.0283015,77.5726596,bank,,
State Bank of India,16.158923,75.661673,bank,,
Corporation Bank,11.0130368,76.9808936,bank,,
Andhra Bank,22.3443168,87.292097,bank,,
HDFC Bank,22.3446244,87.2912602,bank,,
