name,lat,lng,type,state,district
Bachpan,12.9849585,77.6744639,preschool,,
R.C Primary School,8.335757,77.8690143,preschool,,
Euro Kids,12.9471287,77.687053,preschool,,
Lullaby Play School,9.549368,76.762791,preschool,,
Jacobs Ladder,12.9702998,77.6510666,preschool,,
Blooming Kidz Daycare,12.9469444,77.6809697,preschool,,
Kiddie International Academy,12.9484212,77.6822825,preschool,,
Aaramba Preschool,12.9989871,77.547589,preschool,,
Kangaroo Kids Preschool,12.9982685,77.5476352,preschool,,
Preschool,10.1728662,76.2133602,preschool,,
Growing Wonders Gavipuram,12.9472484,77.5669962,preschool,,
Little Millennium,12.8964727,77.7014674,preschool,,
Mom 2 Mom,23.2133273,77.4301138,preschool,,
EuroKids,13.0569362,77.6004968,preschool,,
Kids and Kids,28.6475289,77.3460134,preschool,,
Kidzee kids school,12.9242095,80.1279331,preschool,,
St anne's play school,12.9194222,80.1161854,preschool,,
Kingdom of Kids,28.5424418,77.2180108,preschool,,
Government  anganvadi kids center,12.8855082,80.1517755,preschool,,
Klub dé Niños,28.5689757,77.1627474,preschool,,
Cradle to Crayons,13.0039524,77.5481855,preschool,,
Government kids care center,12.8324522,79.6928443,preschool,,
Gpvt kindergarden,12.8347162,79.688884,preschool,,
Government kindergarten school,12.8343482,79.6853133,preschool,,
Governor kindergarten,12.8257595,79.7000073,preschool,,
Kids360 Indiranagar,12.9796435,77.634709,preschool,,
AV Pre Crèche,12.0039367,79.8110513,preschool,,
Sreeman Vidyalaya,11.9391134,79.8323578,preschool,,
Early Years,28.5498387,77.2480443,preschool,,
Mother's Pride,28.5477704,77.2490814,preschool,,
Rachana Nursery,11.1309047,75.8919043,preschool,,
TLC Montessori Preschool,13.0537198,77.6250674,preschool,,
Sanskrithi Foundation,12.9645896,77.681978,preschool,,
Ambal kindergarten,11.9654013,79.8165646,preschool,,
Little Wits,22.6204319,88.3483765,preschool,,
Kiddys Kindergarten,8.5679396,76.8851497,preschool,,
Tution center,8.549744,76.884469,preschool,,
